,Fe,Mn,Ni,Co,Cr,del_G,del_H,Cp_FCC,VASP-PAW-GGA LSE_Avg,VASP-PAW-GGA LSE_Var,SGTE LSE_Avg,SGTE LSE_Var,Allen EN_Avg,Allen EN_Var,Pauling EN_Avg,Pauling EN_Var,Density_Avg,Density_Var,Atomic Weight_Avg,Atomic Weight_Var,Valence e_Avg,Valence e_Var,IE_Avg,IE_Var,Melting Point_Avg,Melting Point_Var,Specific Heat_Avg,Specific Heat_Var,Metallic Radius_Avg,Metallic Radius_Var,Shear Modulus_Avg,Shear Modulus_Var,Total Electrons_Avg,Total Electrons_Var,Atomic Planar Density_Avg,Atomic Planar Density_Var,C_11_Avg,C_11_Var,C_12_Avg,C_12_Var,C'_Avg,C'_Var,Heat of fusion_Avg,Heat of fusion_Var
0,0.2,0.2,0.0,0.6,0.0,-494.1357924377317,673.7337977646766,39.221444,-3.348,2.241092590679823,-0.9060000000000001,0.7025838028306659,1.814,0.03555277766926239,1.804,0.12846789482201376,8.376,0.6088875101363139,57.516400000000004,1.7585216063500606,8.399999999999999,0.8,752.2,17.468943871911673,1453.8000000000002,105.2262324708055,25.16,0.5817215828899595,125.60000000000001,0.8,77.2,2.4000000000000004,26.4,0.8,18.385322,0.23233284231033682,251.20000000000002,133.80642734936168,200.8,36.212704952820076,25.199999999999996,79.7882196818553,15.12,1.336263447079205
1,0.2,0.25,0.0,0.55,0.0,-786.3736574614777,-307.8800464218402,25.52873,-3.399,2.2211256155382118,-0.9345000000000001,0.6942080019705911,1.8095000000000003,0.03761316258971057,1.7875,0.13845125496000382,8.3045,0.6313990418111195,57.31665,1.812337641693732,8.3,0.8426149773176358,750.0450000000001,18.922433115220688,1441.3500000000001,113.9812594245212,25.235000000000003,0.6255197838597912,125.7,0.8426149773176359,77.20000000000002,2.4000000000000004,26.3,0.8426149773176358,18.356324,0.24459092461495757,256.40000000000003,137.15334483708375,203.3,35.932019147273095,26.55,80.55648639308941,14.97,1.3744453426746366
2,0.2,0.3,0.0,0.5,0.0,-767.2989209222396,-300.5746046121185,25.599116,-3.45,2.1997954450357424,-0.963,0.6845443740182224,1.8050000000000002,0.039051248379533304,1.771,0.14590750494748372,8.233,0.6452604125467483,57.1169,1.8430781562375473,8.2,0.8717797887081347,747.8899999999999,20.041579279088776,1428.9,120.83414252602614,25.310000000000002,0.6579513659838392,125.80000000000001,0.8717797887081347,77.2,2.4000000000000004,26.2,0.8717797887081347,18.327326,0.25296071470487247,261.6,140.22781464459896,205.8,35.473370293785166,27.9,81.29507980191667,14.82,1.3955644019535607
3,0.2,0.35,0.0,0.45,0.0,-734.7395867673458,-265.4474354677241,25.697948,-3.5010000000000003,2.1770620110598595,-0.9915,0.673537489676707,1.8005,0.0399343210784909,1.7545000000000002,0.1512109453710279,8.1615,0.6510243851039681,56.91715000000001,1.8518926339018678,8.1,0.8888194417315589,745.7349999999999,20.880212522864813,1416.45,126.09539047879585,25.385,0.6806430782723055,125.9,0.8888194417315589,77.2,2.4000000000000004,26.1,0.8888194417315588,18.298327999999998,0.25782117437479785,266.79999999999995,143.04740473004045,208.3,34.82972868111378,29.249999999999996,82.00480168868162,14.669999999999998,1.4003928020380567
4,0.2,0.4,0.0,0.4,0.0,-689.2364697170815,-215.1594558480315,25.779076,-3.5520000000000005,2.1528808606144465,-1.02,0.6611202613745855,1.7960000000000003,0.04029888335921981,1.7380000000000002,0.15458331087151675,8.09,0.6489067729651153,56.7174,1.8390963650662782,8.0,0.8944271909999159,743.58,21.471227258822463,1404.0,129.95845490001795,25.460000000000004,0.6945502141674135,126.0,0.8944271909999159,77.2,2.4,26.0,0.8944271909999159,18.26933,0.25936966808013606,272.0,145.62692058819346,210.8,33.990586932267,30.6,82.68639549526875,14.520000000000001,1.389100428334827
5,0.2,0.45,0.0,0.35,0.0,-637.0038328453611,-194.5414255058045,26.775583,-3.603,2.1272026231649868,-1.0485000000000002,0.6472115187479284,1.7915,0.04015905875391009,1.7215,0.15614976785125229,8.0185,0.6388292025259958,56.51765,1.8042295938987356,7.9,0.8888194417315589,741.425,21.834740094629034,1391.5500000000002,132.54564308192104,25.535,0.7001964010190284,126.1,0.8888194417315589,77.2,2.4000000000000004,25.9,0.8888194417315588,18.240332,0.2576659144628951,277.2,147.9789174173132,213.3,32.94100787771983,31.949999999999996,83.34055135406773,14.369999999999997,1.361286156544611
6,0.2,0.5,0.0,0.3,0.0,-595.3844536932702,-288.5427752208107,27.727228,-3.654,2.099972380770757,-1.077,0.6317127511773054,1.7870000000000001,0.03950949253027686,1.705,0.15596473960482218,7.946999999999999,0.6204039006969572,56.31790000000001,1.7459705868083792,7.799999999999999,0.8717797887081347,739.27,21.982040396651097,1379.1,133.93091502711388,25.61,0.6977822009767803,126.2,0.8717797887081347,77.2,2.4000000000000004,25.799999999999997,0.8717797887081347,18.211334,0.25264412564712446,282.4,150.1140899449482,215.8,31.66006948823707,33.3,83.9679105372999,14.219999999999999,1.3159027319676784
7,0.2,0.55,0.0,0.25,0.0,-550.0392767927879,-239.3213847654424,27.488045,-3.705,2.071128919212901,-1.1055000000000001,0.6145036615025171,1.7825000000000002,0.03832427429188976,1.6885000000000001,0.15402191402524507,7.8755,0.5928530593663154,56.11815,1.6618610132920253,7.700000000000001,0.8426149773176358,737.115,21.917487880685613,1366.65,134.15150949579362,25.685000000000002,0.6872226713373183,126.30000000000001,0.8426149773176358,77.2,2.4000000000000004,25.700000000000003,0.8426149773176359,18.182336,0.2440996045961567,287.6,152.04157326205225,218.3,30.118266882408754,34.650000000000006,84.56906940483618,14.07,1.2510395677195825
8,0.2,0.6,0.0,0.2,0.0,-481.4875278086874,-174.7335077350217,27.408707,-3.756,2.040603832202615,-1.1340000000000001,0.5954359747277621,1.7780000000000002,0.036551333764994164,1.6720000000000002,0.15025311976794356,7.803999999999999,0.5548188893684135,55.9184,1.5476920365499065,7.6000000000000005,0.8,734.9599999999999,21.6391866760283,1354.2,133.2132125579141,25.76,0.6681317235396025,126.4,0.8,77.2,2.4000000000000004,25.6,0.8,18.153337999999998,0.23164285375551752,292.79999999999995,153.76917766574678,220.79999999999998,28.272955275315667,36.0,85.14458291635471,13.92,1.1634431657799191
9,0.25,0.2,0.0,0.55,0.0,-830.3575375830496,235.6340491394785,25.999762,-3.6365,2.4125386525401,-0.9965,0.7503883994305882,1.8120000000000003,0.03515679166249392,1.8015,0.12744704782771543,8.3265,0.6077686648717584,57.362,1.7629237079352011,8.350000000000001,0.7921489758877429,752.3050000000001,17.524139779173197,1455.9500000000003,106.47792024640601,25.175000000000004,0.5760859310901456,125.65,0.792148975887743,77.5,2.598076211353316,26.35,0.7921489758877429,18.3706505,0.23009297771716072,236.55,144.4799207502551,205.25,37.94980237102691,15.650000000000002,86.44378230966065,15.0,1.3416407864998736
